,state,public_health,phone_number
645,IL,Clark County Health Department,12173824207
646,IL,Clay County Health Department,16186624406
647,IL,Clinton County Health Department,16185942723
648,IL,Coles County Health Department,12173480530235
649,IL,Cook County Department of Public Health,17086334000
650,IL,Crawford County Health Department,16185448798
651,IL,Cumberland County Health Department,12178493211
652,IL,DeKalb County Health Department,18157586673
653,IL,DeWitt-Piatt Bi County Health Department,12179353427
654,IL,Douglas County Health Department,12172534137
655,IL,DuPage County Health Department,163068274007401
656,IL,East Side Health District,16182718722
657,IL,Edgar County Public Health Department,12174652212
658,IL,Effingham County Health Department,12173429237
659,IL,Egyptian Health Department,16182733326
660,IL,Evanston Health and Human Services,18478662951
661,IL,Fayette County Health Department,16182831044
662,IL,Ford County Public Health Department,12173799281
663,IL,Franklin-Williamson Bi-County Health Department,16189938111
664,IL,Fulton County Health Department,13096471134
665,IL,Greene County Health Department,12179426961
666,IL,Grundy County Health Department,18159413113
667,IL,Hamilton County Health Department,16186433522
668,IL,Hancock County Health Department,12173572171
669,IL,Henderson County Health Department,13096272812
670,IL,Iroquois County Health Department,18154322483
671,IL,"415 Health Department RDMurphysboro, IL 62966-6108",16186843143
672,IL,Jasper County Health Department,16187834436
673,IL,Jefferson County Health Department,16182447134
674,IL,Jersey County Health Department,16184989565
675,IL,Jo Daviess County Health Department,18157770263
676,IL,Kane County Health Department,16304443077
677,IL,Kankakee County Health Department,18158029390
678,IL,Kendall County Health Department,16305539100
679,IL,Knox County Health Department,13093442224
680,IL,LaSalle County Health Department,18154333366
681,IL,Lawrence County Health Department,16189433302
682,IL,Lee County Health Department,18152843371
683,IL,Livingston County Health Department,18158447174228
684,IL,Logan County Department of Public Health,12177352317
685,IL,Macon County Health Department,121742369881101
686,IL,Macoupin County Public Health Department,12178543223
687,IL,Madison County Health Department,16186928954
688,IL,Marion County Health Department,16185483878
689,IL,Mason County Health Department,13095432201
690,IL,McDonough County Health Department,13098379951
691,IL,McHenry County Department of Health,18153344510
692,IL,McLean County Health Department,13098885450
693,IL,Menard County Health Department,12176323283
694,IL,Mercer County Health Department,13095823759
695,IL,Monroe County Health Department,16189393871
696,IL,Montgomery County Health Department,12175322001
697,IL,Morgan County Health Department,12172455111
698,IL,Moultrie County Health Department,12177284114
699,IL,Oak Park Department of Public Health,17083585480
700,IL,Ogle County Health Department,18157327330247
701,IL,Park Forest Health Department,17087481118
702,IL,Peoria City/County Health Department,13096796000
703,IL,Peoria Regional Office/Illinois Department of Public Health,13096935360
704,IL,Perry County Health Department,16183575371
705,IL,Pike County Health Department,12172854407
706,IL,Putnam County Health Department,18158725091213
707,IL,Randolph County Health Department,16188265007
708,IL,Rock Island County Health Department,13097931955
709,IL,Rockford Regional Office/Illinois Department of Public Health,18159877511
710,IL,Sangamon County Health Department,12175353100
711,IL,Schuyler County Health Department,12173226775
712,IL,Scott County Health Department,12177428203
713,IL,Shelby County Health Department,12177749555
714,IL,Skokie Health Department,18479338252
715,IL,Southern Seven Health Department,16186342297
716,IL,St. Clair County Health Department,161823377694455
717,IL,Stark County Health Department,13098520197
718,IL,Stephenson County Health Department,18152358271
719,IL,Stickney Public Health District,17084249200
720,IL,Tazewell County Health Department,13099255511
721,IL,Vermilion County Health Department,12174312662
722,IL,Wabash County Health Department,16182633873
723,IL,Warren County Health Department,13097341314
724,IL,Washington County Health Department,16183273644
725,IL,Wayne County Health Department,16186433522
726,IL,West Chicago Regional Office/Illinois Dept. of Public Health,16302936800
727,IL,Whiteside County Health Department,181562622301283
728,IL,Will County Health Department,18157408480
729,IL,Wilmette Health Department,18478537507
730,IL,Winnebago County Health Department,18157204000
731,IL,Woodford County Health Department,13094673064
732,IN,Adams County Health Department,12607245326
733,IN,Allen County Health Department,12604497578
734,IN,Bartholomew County Health Department,18123791550
735,IN,Benton County Health Department,17655834415
736,IN,Blackford County Health Department,17653484317
737,IN,Boone County Health Department,17654823942
738,IN,Brown County Health Department,18129882255
739,IN,Carroll County Health Department,17655643420
740,IN,Cass County Health Department,15747537760
741,IN,Clark County Health Department,18122827521
742,IN,Clay County Health Department,18124489021
743,IN,Clinton County Health Department,17656596385
744,IN,Crawford County Health Department,16185448798
745,IN,Daviess County Health Department,18122548666
746,IN,DeKalb County Health Department,12609252220
747,IN,Dearborn County Health Department,18125378826
748,IN,Decatur County Department of Health,18126638301
749,IN,Delaware County Health Department,17657477721
750,IN,Dubois County Health Department,18124817050
751,IN,East Chicago City Health Department,12193918467
752,IN,Elkhart County Health Department,15745232283
753,IN,Fayette County Health Department,17658254013
754,IN,Floyd County Health Department,18129484726
755,IN,Fountain-Warren County Health Department,17657623035
756,IN,Franklin County Health Department,17656474322
757,IN,Fulton County Health Department,15742232881
758,IN,Gary City Health Department,12198825565
759,IN,Gibson County Health Department,18123853831
760,IN,Grant County Health Department,17656688871
761,IN,Greene County Health Department,18123844496
762,IN,Hamilton County Health Department,13177768500
763,IN,Hancock County Health Department,13174771125
764,IN,Harrison County Health Department,18127383237
765,IN,Hendricks County Health Department,13177459214
766,IN,Henry County Health Department,17655217059
767,IN,Howard County Health Department,17654562403
768,IN,Huntington County Health Department,12603584831
769,IN,Jackson County Health Department,18125226474222
770,IN,Jasper County Health Department,12198664917
771,IN,Jay County Health Center,12607268080
772,IN,Jefferson County Health Department,18122731942
773,IN,Jennings County Health Department,18123523024
774,IN,Johnson County Health Department,13177363770
775,IN,Knox County Health Department,18128828080
776,IN,Kosciusko County Health Department,15743722353
777,IN,LaGrange County Health Department,12604994182
778,IN,LaPorte County Health Department,121932668082200
779,IN,Lake County Health Department,12197553655
780,IN,Lawrence County Health Department,18122753234
781,IN,Madison County Health Department,17656419523
782,IN,Marion County Public Health Department,13172212301
783,IN,Marshall County Health Department,15749358565
784,IN,Martin County Health Department,18122473303
785,IN,Miami County Health Department,17654723901
786,IN,Monroe County Health Department,18123492543
787,IN,Montgomery County Health Department,17653646440
788,IN,Morgan County Health Department,17653426621
789,IN,Newton County Health Department,12192852052
790,IN,Noble County Health Department,12606362191
791,IN,Ohio County Health Department,18124382551
792,IN,Orange County Health Department,18127237112
793,IN,Owen County Health Department,18128295045
794,IN,Parke County Health Department,17655694071
795,IN,Perry County Health Department,18125472746
796,IN,Pike County Health Department,18123548797
797,IN,Porter County Health Department,12194653525
798,IN,Posey County Health Department,18128381330
799,IN,Pulaski County Health Department,15749466080
800,IN,Putnam County Health Department,17656535210
801,IN,Randolph County Health Department,17655841155
802,IN,Ripley County Health Department,18126895751
803,IN,Rush County Health Department,17656795484
804,IN,Scott County Health Department,18127528455
805,IN,Shelby County Health Department,13173926470
806,IN,Spencer County Health Department,18126494441
807,IN,St. Joseph County Health Department,15742359750
808,IN,Starke County Health Department,15747729137
809,IN,Steuben County Health Department,126066810001500
810,IN,Sullivan County Health Department,18122680224
811,IN,Switzerland County Health Department,18124273220
812,IN,Tippecanoe County Health Department,17654239221
813,IN,Tipton County Health Department,17656758741
814,IN,Union County Health Department,1765458539322
815,IN,Vanderburgh County Health Department,18124355684
816,IN,Vermillion County Health Department,17658323622
817,IN,Vigo County Health Department,18124623428
818,IN,Wabash County Health Department,12605630661
819,IN,Warrick County Health Department,18128976105
820,IN,Washington County Health Department,18128835603
821,IN,Wayne County Health Department,17659739245
822,IN,Wells County Health Department,12608246489
823,IN,White County Health Department,15745838254
824,IN,Whitley County Health Department,12602483121
825,IA,Adams County/Alegent Health Family Home Care,16413226283
826,IA,Appanoose County Public Health Nursing Service,16414374332
827,IA,Audubon County Public Health Nursing Service,17125632226
828,IA,Benton County / Virginia Gay Hospital Home Health Agency,13194726360
829,IA,Black Hawk County Health Department,13192912413
830,IA,Bremer County Health Department,13193520082
831,IA,Buchanan County Public Health,13193320860
832,IA,Buena Vista County Public Health and Home Care,17127492548
833,IA,Butler County Public Health,13192672934
834,IA,Calhoun County Public Health ,17122978323
835,IA,Carroll County / St. Anthony Home Health Agency,17127945279
836,IA,Cass County Health System,17122437475
837,IA,Cedar County Public Health Nursing Service,15638862226
