"countyname","fipscounty","neighborname","fipsneighbor"
"Hoonah-Angoon Census Area, AK","02105","Sitka City and Borough, AK","02220"
"Hoonah-Angoon Census Area, AK","02105","Yakutat City and Borough, AK","02282"
"Juneau City and Borough, AK","02110","Haines Borough, AK","02100"
"Juneau City and Borough, AK","02110","Hoonah-Angoon Census Area, AK","02105"
"Juneau City and Borough, AK","02110","Juneau City and Borough, AK","02110"
"Kenai Peninsula Borough, AK","02122","Anchorage Municipality, AK","02020"
"Kenai Peninsula Borough, AK","02122","Bethel Census Area, AK","02050"
"Kenai Peninsula Borough, AK","02122","Kenai Peninsula Borough, AK","02122"
"Kenai Peninsula Borough, AK","02122","Kodiak Island Borough, AK","02150"
"Kenai Peninsula Borough, AK","02122","Lake and Peninsula Borough, AK","02164"
"Kenai Peninsula Borough, AK","02122","Matanuska-Susitna Borough, AK","02170"
"Kenai Peninsula Borough, AK","02122","Valdez-Cordova Census Area, AK","02261"
"Ketchikan Gateway Borough, AK","02130","Ketchikan Gateway Borough, AK","02130"
"Ketchikan Gateway Borough, AK","02130","Prince of Wales-Hyder Census Area, AK","02198"
"Ketchikan Gateway Borough, AK","02130","Wrangell City and Borough, AK","02275"
"Kodiak Island Borough, AK","02150","Kenai Peninsula Borough, AK","02122"
"Kodiak Island Borough, AK","02150","Kodiak Island Borough, AK","02150"
"Kodiak Island Borough, AK","02150","Lake and Peninsula Borough, AK","02164"
"Lake and Peninsula Borough, AK","02164","Aleutians East Borough, AK","02013"
"Lake and Peninsula Borough, AK","02164","Bethel Census Area, AK","02050"
"Lake and Peninsula Borough, AK","02164","Bristol Bay Borough, AK","02060"
"Lake and Peninsula Borough, AK","02164","Dillingham Census Area, AK","02070"
"Lake and Peninsula Borough, AK","02164","Kenai Peninsula Borough, AK","02122"
"Lake and Peninsula Borough, AK","02164","Kodiak Island Borough, AK","02150"
"Lake and Peninsula Borough, AK","02164","Lake and Peninsula Borough, AK","02164"
"Matanuska-Susitna Borough, AK","02170","Anchorage Municipality, AK","02020"
"Matanuska-Susitna Borough, AK","02170","Bethel Census Area, AK","02050"
"Matanuska-Susitna Borough, AK","02170","Denali Borough, AK","02068"
"Matanuska-Susitna Borough, AK","02170","Kenai Peninsula Borough, AK","02122"
"Matanuska-Susitna Borough, AK","02170","Matanuska-Susitna Borough, AK","02170"
"Matanuska-Susitna Borough, AK","02170","Southeast Fairbanks Census Area, AK","02240"
"Matanuska-Susitna Borough, AK","02170","Valdez-Cordova Census Area, AK","02261"
"Matanuska-Susitna Borough, AK","02170","Yukon-Koyukuk Census Area, AK","02290"
"Nome Census Area, AK","02180","Nome Census Area, AK","02180"
"Nome Census Area, AK","02180","Northwest Arctic Borough, AK","02188"
"Nome Census Area, AK","02180","Wade Hampton Census Area, AK","02270"
"Nome Census Area, AK","02180","Yukon-Koyukuk Census Area, AK","02290"
"North Slope Borough, AK","02185","North Slope Borough, AK","02185"
"North Slope Borough, AK","02185","Northwest Arctic Borough, AK","02188"
"North Slope Borough, AK","02185","Yukon-Koyukuk Census Area, AK","02290"
"Northwest Arctic Borough, AK","02188","Nome Census Area, AK","02180"
"Northwest Arctic Borough, AK","02188","North Slope Borough, AK","02185"
"Northwest Arctic Borough, AK","02188","Northwest Arctic Borough, AK","02188"
"Northwest Arctic Borough, AK","02188","Yukon-Koyukuk Census Area, AK","02290"
"Petersburg Census Area, AK","02195","Hoonah-Angoon Census Area, AK","02105"
"Petersburg Census Area, AK","02195","Petersburg Census Area, AK","02195"
"Petersburg Census Area, AK","02195","Prince of Wales-Hyder Census Area, AK","02198"
"Petersburg Census Area, AK","02195","Sitka City and Borough, AK","02220"
"Petersburg Census Area, AK","02195","Wrangell City and Borough, AK","02275"
"Prince of Wales-Hyder Census Area, AK","02198","Ketchikan Gateway Borough, AK","02130"
"Prince of Wales-Hyder Census Area, AK","02198","Petersburg Census Area, AK","02195"
"Prince of Wales-Hyder Census Area, AK","02198","Prince of Wales-Hyder Census Area, AK","02198"
"Prince of Wales-Hyder Census Area, AK","02198","Wrangell City and Borough, AK","02275"
"Sitka City and Borough, AK","02220","Hoonah-Angoon Census Area, AK","02105"
"Sitka City and Borough, AK","02220","Petersburg Census Area, AK","02195"
"Sitka City and Borough, AK","02220","Sitka City and Borough, AK","02220"
"Skagway Municipality, AK","02230","Haines Borough, AK","02100"
"Skagway Municipality, AK","02230","Skagway Municipality, AK","02230"
"Southeast Fairbanks Census Area, AK","02240","Denali Borough, AK","02068"
"Southeast Fairbanks Census Area, AK","02240","Fairbanks North Star Borough, AK","02090"
"Southeast Fairbanks Census Area, AK","02240","Matanuska-Susitna Borough, AK","02170"
"Southeast Fairbanks Census Area, AK","02240","Southeast Fairbanks Census Area, AK","02240"
"Southeast Fairbanks Census Area, AK","02240","Valdez-Cordova Census Area, AK","02261"
"Southeast Fairbanks Census Area, AK","02240","Yukon-Koyukuk Census Area, AK","02290"
"Valdez-Cordova Census Area, AK","02261","Anchorage Municipality, AK","02020"
"Valdez-Cordova Census Area, AK","02261","Kenai Peninsula Borough, AK","02122"
"Valdez-Cordova Census Area, AK","02261","Matanuska-Susitna Borough, AK","02170"
"Valdez-Cordova Census Area, AK","02261","Southeast Fairbanks Census Area, AK","02240"
"Valdez-Cordova Census Area, AK","02261","Valdez-Cordova Census Area, AK","02261"
"Valdez-Cordova Census Area, AK","02261","Yakutat City and Borough, AK","02282"
"Wade Hampton Census Area, AK","02270","Bethel Census Area, AK","02050"
"Wade Hampton Census Area, AK","02270","Nome Census Area, AK","02180"
"Wade Hampton Census Area, AK","02270","Wade Hampton Census Area, AK","02270"
"Wade Hampton Census Area, AK","02270","Yukon-Koyukuk Census Area, AK","02290"
"Wrangell City and Borough, AK","02275","Ketchikan Gateway Borough, AK","02130"
"Wrangell City and Borough, AK","02275","Petersburg Census Area, AK","02195"
"Wrangell City and Borough, AK","02275","Prince of Wales-Hyder Census Area, AK","02198"
"Wrangell City and Borough, AK","02275","Wrangell City and Borough, AK","02275"
"Yakutat City and Borough, AK","02282","Hoonah-Angoon Census Area, AK","02105"
"Yakutat City and Borough, AK","02282","Valdez-Cordova Census Area, AK","02261"
"Yakutat City and Borough, AK","02282","Yakutat City and Borough, AK","02282"
"Yukon-Koyukuk Census Area, AK","02290","Bethel Census Area, AK","02050"
"Yukon-Koyukuk Census Area, AK","02290","Denali Borough, AK","02068"
"Yukon-Koyukuk Census Area, AK","02290","Fairbanks North Star Borough, AK","02090"
"Yukon-Koyukuk Census Area, AK","02290","Matanuska-Susitna Borough, AK","02170"
"Yukon-Koyukuk Census Area, AK","02290","Nome Census Area, AK","02180"
"Yukon-Koyukuk Census Area, AK","02290","North Slope Borough, AK","02185"
"Yukon-Koyukuk Census Area, AK","02290","Northwest Arctic Borough, AK","02188"
"Yukon-Koyukuk Census Area, AK","02290","Southeast Fairbanks Census Area, AK","02240"
"Yukon-Koyukuk Census Area, AK","02290","Wade Hampton Census Area, AK","02270"
"Yukon-Koyukuk Census Area, AK","02290","Yukon-Koyukuk Census Area, AK","02290"
"Apache County, AZ","04001","Apache County, AZ","04001"
"Apache County, AZ","04001","Graham County, AZ","04009"
"Apache County, AZ","04001","Greenlee County, AZ","04011"
"Apache County, AZ","04001","Navajo County, AZ","04017"
"Apache County, AZ","04001","Montezuma County, CO","08083"
"Apache County, AZ","04001","Catron County, NM","35003"
"Apache County, AZ","04001","Cibola County, NM","35006"
"Apache County, AZ","04001","McKinley County, NM","35031"
"Apache County, AZ","04001","San Juan County, NM","35045"
"Apache County, AZ","04001","San Juan County, UT","49037"
"Cochise County, AZ","04003","Cochise County, AZ","04003"
"Cochise County, AZ","04003","Graham County, AZ","04009"
"Cochise County, AZ","04003","Greenlee County, AZ","04011"
"Cochise County, AZ","04003","Pima County, AZ","04019"
"Cochise County, AZ","04003","Santa Cruz County, AZ","04023"
"Cochise County, AZ","04003","Hidalgo County, NM","35023"
"Coconino County, AZ","04005","Coconino County, AZ","04005"
"Coconino County, AZ","04005","Gila County, AZ","04007"
"Coconino County, AZ","04005","Mohave County, AZ","04015"
"Coconino County, AZ","04005","Navajo County, AZ","04017"
"Coconino County, AZ","04005","Yavapai County, AZ","04025"
"Coconino County, AZ","04005","Kane County, UT","49025"
"Coconino County, AZ","04005","San Juan County, UT","49037"
"Gila County, AZ","04007","Coconino County, AZ","04005"
"Gila County, AZ","04007","Gila County, AZ","04007"
"Gila County, AZ","04007","Graham County, AZ","04009"
"Gila County, AZ","04007","Maricopa County, AZ","04013"
"Gila County, AZ","04007","Navajo County, AZ","04017"
"Gila County, AZ","04007","Pinal County, AZ","04021"
"Gila County, AZ","04007","Yavapai County, AZ","04025"
"Graham County, AZ","04009","Apache County, AZ","04001"
"Graham County, AZ","04009","Cochise County, AZ","04003"
"Graham County, AZ","04009","Gila County, AZ","04007"
"Graham County, AZ","04009","Graham County, AZ","04009"
"Graham County, AZ","04009","Greenlee County, AZ","04011"
"Graham County, AZ","04009","Navajo County, AZ","04017"
"Graham County, AZ","04009","Pima County, AZ","04019"
"Graham County, AZ","04009","Pinal County, AZ","04021"
"Greenlee County, AZ","04011","Apache County, AZ","04001"
"Greenlee County, AZ","04011","Cochise County, AZ","04003"
"Greenlee County, AZ","04011","Graham County, AZ","04009"
"Greenlee County, AZ","04011","Greenlee County, AZ","04011"
"Greenlee County, AZ","04011","Catron County, NM","35003"
"Greenlee County, AZ","04011","Grant County, NM","35017"
"Greenlee County, AZ","04011","Hidalgo County, NM","35023"
"La Paz County, AZ","04012","La Paz County, AZ","04012"
"La Paz County, AZ","04012","Maricopa County, AZ","04013"
"La Paz County, AZ","04012","Mohave County, AZ","04015"
"La Paz County, AZ","04012","Yavapai County, AZ","04025"
"La Paz County, AZ","04012","Yuma County, AZ","04027"
"La Paz County, AZ","04012","Imperial County, CA","06025"
"La Paz County, AZ","04012","Riverside County, CA","06065"
"La Paz County, AZ","04012","San Bernardino County, CA","06071"
"Maricopa County, AZ","04013","Gila County, AZ","04007"
"Maricopa County, AZ","04013","La Paz County, AZ","04012"
"Maricopa County, AZ","04013","Maricopa County, AZ","04013"
"Maricopa County, AZ","04013","Pima County, AZ","04019"
"Maricopa County, AZ","04013","Pinal County, AZ","04021"
"Maricopa County, AZ","04013","Yavapai County, AZ","04025"
"Maricopa County, AZ","04013","Yuma County, AZ","04027"
"Mohave County, AZ","04015","Coconino County, AZ","04005"
"Mohave County, AZ","04015","La Paz County, AZ","04012"
"Mohave County, AZ","04015","Mohave County, AZ","04015"
"Mohave County, AZ","04015","Yavapai County, AZ","04025"
"Mohave County, AZ","04015","San Bernardino County, CA","06071"
"Mohave County, AZ","04015","Clark County, NV","32003"
"Mohave County, AZ","04015","Lincoln County, NV","32017"
"Mohave County, AZ","04015","Kane County, UT","49025"
"Mohave County, AZ","04015","Washington County, UT","49053"
"Navajo County, AZ","04017","Apache County, AZ","04001"
"Navajo County, AZ","04017","Coconino County, AZ","04005"
"Navajo County, AZ","04017","Gila County, AZ","04007"
"Navajo County, AZ","04017","Graham County, AZ","04009"
"Navajo County, AZ","04017","Navajo County, AZ","04017"
"Navajo County, AZ","04017","San Juan County, UT","49037"
"Pima County, AZ","04019","Cochise County, AZ","04003"
"Pima County, AZ","04019","Graham County, AZ","04009"
"Pima County, AZ","04019","Maricopa County, AZ","04013"
"Pima County, AZ","04019","Pima County, AZ","04019"
"Pima County, AZ","04019","Pinal County, AZ","04021"
"Pima County, AZ","04019","Santa Cruz County, AZ","04023"
"Pima County, AZ","04019","Yuma County, AZ","04027"
"Pinal County, AZ","04021","Gila County, AZ","04007"
"Pinal County, AZ","04021","Graham County, AZ","04009"
"Pinal County, AZ","04021","Maricopa County, AZ","04013"
"Pinal County, AZ","04021","Pima County, AZ","04019"
"Pinal County, AZ","04021","Pinal County, AZ","04021"
"Santa Cruz County, AZ","04023","Cochise County, AZ","04003"
"Santa Cruz County, AZ","04023","Pima County, AZ","04019"
"Santa Cruz County, AZ","04023","Santa Cruz County, AZ","04023"
"Yavapai County, AZ","04025","Coconino County, AZ","04005"
"Yavapai County, AZ","04025","Gila County, AZ","04007"
"Yavapai County, AZ","04025","La Paz County, AZ","04012"
"Yavapai County, AZ","04025","Maricopa County, AZ","04013"
"Yavapai County, AZ","04025","Mohave County, AZ","04015"
"Yavapai County, AZ","04025","Yavapai County, AZ","04025"
"Yuma County, AZ","04027","La Paz County, AZ","04012"
"Yuma County, AZ","04027","Maricopa County, AZ","04013"
"Yuma County, AZ","04027","Pima County, AZ","04019"
"Yuma County, AZ","04027","Yuma County, AZ","04027"
"Yuma County, AZ","04027","Imperial County, CA","06025"
"Arkansas County, AR","05001","Arkansas County, AR","05001"
"Arkansas County, AR","05001","Desha County, AR","05041"
"Arkansas County, AR","05001","Jefferson County, AR","05069"
"Arkansas County, AR","05001","Lincoln County, AR","05079"
"Arkansas County, AR","05001","Lonoke County, AR","05085"
"Arkansas County, AR","05001","Monroe County, AR","05095"
"Arkansas County, AR","05001","Phillips County, AR","05107"
"Arkansas County, AR","05001","Prairie County, AR","05117"
"Ashley County, AR","05003","Ashley County, AR","05003"
"Ashley County, AR","05003","Bradley County, AR","05011"
"Ashley County, AR","05003","Chicot County, AR","05017"
"Ashley County, AR","05003","Drew County, AR","05043"
"Ashley County, AR","05003","Union County, AR","05139"
"Ashley County, AR","05003","Morehouse Parish, LA","22067"
"Ashley County, AR","05003","Union Parish, LA","22111"
"Baxter County, AR","05005","Baxter County, AR","05005"
"Baxter County, AR","05005","Fulton County, AR","05049"
"Baxter County, AR","05005","Izard County, AR","05065"
"Baxter County, AR","05005","Marion County, AR","05089"
"Baxter County, AR","05005","Searcy County, AR","05129"
"Baxter County, AR","05005","Stone County, AR","05137"
"Baxter County, AR","05005","Ozark County, MO","29153"
"Benton County, AR","05007","Benton County, AR","05007"
"Benton County, AR","05007","Carroll County, AR","05015"
"Benton County, AR","05007","Madison County, AR","05087"
"Benton County, AR","05007","Washington County, AR","05143"
"Benton County, AR","05007","Barry County, MO","29009"
"Benton County, AR","05007","McDonald County, MO","29119"
"Benton County, AR","05007","Adair County, OK","40001"
"Benton County, AR","05007","Delaware County, OK","40041"
